id,revision,category,date,title,place,region,summary,source,sourceUrl,archivedAt
index-b88c3db72b148dd1,25bc8d7067f293f3,indexed,2026-09-03,Что известно о нападении медведя на мужчину в Бурятии,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Arigus.tv,https://news.google.com/rss/articles/CBMioAFBVV95cUxOVnVhSGgzMVV4TUk0MFBUXzNTcTdRNWlObWNjc3RGQTFGNkJZTi1oZDNTNVo4bE9rX3ZLdUl5YzMxMzNYWDU5Zll6VnNRWlNCdnp4eENBZzZHU04yeUlZbWFDcjdUOUsxalh1Z1JlRlhKY3ZWckRfYTFneU9YZnZEd3JYSlA2RjhXUkpsbzlyN0JYanBKWE9BbTh4Q3ZyNUZP?oc=5,2026-09-24T18:54:30+00:00
index-f23a6f2341447788,49e2aa0c9aa6d511,indexed,2026-09-03,Медведи подобрались к Кемерову: хищника заметили в Берёзовском,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",ВашГород,https://news.google.com/rss/articles/CBMiSEFVX3lxTE5MQXE4LTduRnB5cWJra2lJdFpQbjBRSGY0Y0g2OEtNNGtMSklyUE5nclNrV2hlQ0Y0SnctVUhlelY0UHpsT09NSQ?oc=5,2026-09-24T18:54:30+00:00
index-8d79294e78f95bc4,caa3b15b8fa6b21f,indexed,2026-08-31,Два охотника попали в больницу после нападения медведя на Чукотке,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Сноб,https://news.google.com/rss/articles/CBMikAFBVV95cUxPeElIQTI5ejBIUTRqS0hjOTlHSE9mNGZGSURrVUZ3a2MzQ05rTENtODBNazNsdHRvMENZMzBFWE4zMF90R2JueWVxVDcyTU1sOWl4OUhGcVF6bGt2ZDRVaTFQMEZUcEpoQnBpSnJfX1Zfc2d0bG1pTnk2XzQ1LWFhYkU2MDBJTzZzVFMwQmNrUkE?oc=5,2026-09-24T18:54:30+00:00
index-53e63a52d90e54c2,dd5d0584f95c141c,indexed,2026-08-31,Двое охотников госпитализированы на севере Камчатки после нападения медведя,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Интерфакс,https://news.google.com/rss/articles/CBMiT0FVX3lxTE5KMU0wNUIxQndjekRJTV9jWFlyWm5wdUlJRE5SSVRCQUZNYnliMzRTMmx3aVpmaERFUE02NHNKRXBBTkRtaTdPNDF5ZWZwTTDSAUtBVV95cUxQaXlBd2FuWC1JbmRsc05mYXF1bEZEMkxkM1ZONnFPQ2sxbTU3MG5ZaVNGRE9NWWtURVp0aW5yWThzd0N4bFh1ZHczVU0?oc=5,2026-09-24T18:54:30+00:00
index-ad7266e62e87ca13,d113e830d98411b0,indexed,2026-08-31,Двое охотников госпитализированы на севере Камчатки после нападения медведя,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Интерфакс Россия,https://news.google.com/rss/articles/CBMiwAFBVV95cUxOUkhtd3N4LWZYSTlFSk83eWpMWV9kM2hGeFpMTVFlVkRWd0RyZ0xwcDJEQVBhUGpyNFhPZjF3Vk1semxmbWtKRzJVVnpFYzlqTi1Ibmd1UzRaeml3Mk9DNDl3S1VBSjd6U2tPV211T1hiN3BMY2NsZV9tTlZJZXY4NDNkcUJrSHJncDV6U0dPaUU5dkZ5NjJnNXRWUS1jNDQtMjZXajlILU80akU1aDhoem1PVEVWc3BQR0lSMEpuSlM?oc=5,2026-09-24T18:54:30+00:00
index-2b31b516b31ece16,f0a598221211307d,indexed,2026-08-31,Медведь напал на двух охотников в российском регионе,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",URA.RU,https://news.google.com/rss/articles/CBMiR0FVX3lxTFBtSE5GeThva1NTcGQ1Z1YxYlFOY2pRY3owRjNDcXBQYTFaWmkzbTZjVEN0T3hwQVNMeC1PcFZsZUh0RnRtdE1R?oc=5,2026-09-24T18:54:30+00:00
index-8f1fbba57d00e77b,2292fb7e7731a9b5,indexed,2026-08-31,Нападение медведя на охотников на границе Камчатки и Чукотки,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Газета Metro Москва,https://news.google.com/rss/articles/CBMisAFBVV95cUxPRjBtMHZVS1BKQ1dyR3YxWnA0cDFDRkN6bk9uZTNtdWl0Wjl5QUFsYi11Y1kzVzhTUVB6VURiME9lTWIwUEt3LXVZUUkzZVR2ZVdTaW9udC1Hak53bGZUdnI1bUFoak5xUk8zNGlPdEllNjNlYS1kY2UyazVuMTdnS3gzSFBvci1pOXlENHphendGNkxSWnN4OU9NZVRIMGZ4OWpOZ213UzhRbmRGTVZTcQ?oc=5,2026-09-24T18:54:30+00:00
index-c6eca1f6d1d54457,c9f953e48437ddc8,indexed,2026-08-31,В Красноярске медведи вышли на поиски еды из-за неурожая в тайге,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Городские Новости Красноярск,https://news.google.com/rss/articles/CBMimwFBVV95cUxPcDVfVkk4ZWFoTEZJNlFyWFJUS2hrdmJnVE9KWXoxQXdGWUhRMVkzbXVwYlVpNWpxWTR0bHpUUUdyWkJCcUstR1pmaUk1a2tvTHFSeE5QN3RBUWlQUUFPTVFLemMycWRQNVd2RVJQVXA0QlIzb3oxX1pVTGIxUTRPZ012Z1U1ZFZTLUVsWDEyNDFWTDZRUzRqRURmWQ?oc=5,2026-09-24T18:54:30+00:00
index-e7cb83fd7ca93391,5751e4b1910732a9,indexed,2026-08-31,В Краснотурьинске застрелили медведя. Хотят умертвить еще двоих,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",krasnoturinsk.info,https://news.google.com/rss/articles/CBMipgFBVV95cUxPellJZHRxeEI1aWZ2Wm9JWmVFb2YtMm93UTdlUGpIUmctWTVWMDZjWllnN2l6dGJWZTZtZ1VKSk5GcW5rX1VoOUgwOGwtTlpFR0pkVktCLVVwX2N6cUdEcUdLdWVBLUJNOU5oa2pNNFhtMW5rWWk4NTRSY2p2bU5YSzJZVGtreXNZcmVLREtZdG1pWnhjTFo4YkVNTVRzeVpiU2JjbmNB0gGrAUFVX3lxTE1YY0F4NUE3Q1NPU3lrRnR0LXc1ek5rTklEWFpMRWtvTTh4SGdFdi1ONlVrTERzREY5VlhxVFdJUHdSTnI2aU5ZaDRVVkR5Mjg2WHZWOEh5LUtFWjRwVU5fcGxnR2JpblhCSExUN2dGbHJTUEQyS1NBekFtRzB5ZE5qcnZsaktjUFpHUjlSRmp3b1k0MU16S2RuS1BWSjlNalVLTE9hNF9teWxscw?oc=5,2026-09-24T18:54:30+00:00
index-6a2d1ddc60696e7c,2ddc26228c741192,indexed,2026-08-31,Медведь вышел на улицу в Петропавловске-Камчатском,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",360.ru,https://news.google.com/rss/articles/CBMikgFBVV95cUxQM3doM3FVLWpCOGQ4bXNaSVNCbU9WdDFtRjhGbHFHall0Y2YtdjJNMktBbVRYNnE1NWVMQzY1bGdjSERCNjNTX1dMZ25QYVNDaHNpZGVjYXlmSkphRTBTVEF3ZjdKeWpmelpTTVBRdHhIMmNmTDI0Z0JNcUJ5M0t6X2dpSGNlX3RGLUZkZVhTYnpsQQ?oc=5,2026-09-24T18:54:30+00:00
index-47e46a7f0070e8eb,e3207e9621791d35,indexed,2026-08-31,Медведи вышли к людям в четырех городах Свердловской области,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Реальный Тагил,https://news.google.com/rss/articles/CBMilgFBVV95cUxOcTJ3WWZVbjNvWDI2MVQzN3RBbnhrbmdDbTZ4dWZIbXdlWW5nM2otb1lEamZLS2dqb1hFNjliSndoUDRCRjl6RnNLQlVTWFNZcnhxYkZjTVpSVU5FZ183ZjF1djRMYklYbWxZOEZTYjhyZEhKS2tDbkFyMGhFZnAtc0E0RTZzazFFd2Z3UklYcHlXVEYxckE?oc=5,2026-09-24T18:54:30+00:00
index-aa794df3caad3247,af52c2f2662ca558,indexed,2026-08-31,"«Вцепился когтями и сломал руку»: медведя, покалечившего пенсионерку, застрелил полицейский в Кузбассе",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Дзен,https://news.google.com/rss/articles/CBMiSkFVX3lxTE9HS2NzYVFyTjNOTE45bjJ0WmsyQVdPLWRpd0RxVzk0VXAwa1hwem9PdVlsTktfUUNabjAzVG5fNnpweGJaNGcxNlp3?oc=5,2026-09-24T18:54:30+00:00
index-1c4771139d6fed52,a4bc86dc33bdbfcf,indexed,2026-08-31,Медведь забрался на крышу дома в СНТ Красноярска и напугал местных жителей — подробности события,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Дзен,https://news.google.com/rss/articles/CBMicEFVX3lxTE9TRDduZ3BFcjNMcDdaeVFTelY0S2JEdVYtdEJ0REltSl9kQjFtUVlMc1FkMlY5d0hhck9QV0F6T2tWc0hkMVh4bV9Zekx6OTJoU0ctUkdGQlpJU0ltMnFVbUNLcVN5ekxaR2loRk5sS1E?oc=5,2026-09-24T18:54:30+00:00
index-00c2481a2e8e2a52,02e0b1141765af67,indexed,2026-08-30,Женщина госпитализирована после нападения медведя в Кузбассе,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Интерфакс,https://news.google.com/rss/articles/CBMiT0FVX3lxTE5RaFBCNkVjT0ZtRnEwUUNiV3Z5Z0kwTjRnTmdpdG9sWWZmTVUtU0YxcWJyMnVGQ1pEdUVETlp4Sjgzc1gxM29xR1lUN2EybDDSAUtBVV95cUxPM015OHdYdWpuT0VzWldIckloTkJBTGlTQ3lJcXVJYWsxeHJiMks1RUtTRmtsMjFLbWVqV3ZGdEZwamRBMXFheHk3S1k?oc=5,2026-09-24T18:54:30+00:00
index-75078da457ad4792,fa63becb441aaf49,indexed,2026-08-30,Нападение медведя на пенсионерку под Новокузнецком: подробности происшествия,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Газета Metro Москва,https://news.google.com/rss/articles/CBMivgFBVV95cUxQbUk1cWNiSGJHbU8yVmdock5EaTdpRklnVjh4ejhtdXR1MlFvbU9GdEotS090czc1eDNoZUMxYnZOZGpweTBrQ3R5c0pCNXdUeFp0WEZPR0JRUmRSQWdhWElyTjRmZ2MxaGw3bVVlLUdFVFlCc2lQR1V0UVpGTE1jZjNpcmY0dlptMzRZUm9OSU5lUWFUVzZHeFhESVZBT3NOMUFoTXE3SWVmVmdvXzQ5UU9wY3g4VUVXMG1HTTln?oc=5,2026-09-24T18:54:30+00:00
index-f50ea071eef046db,fcc3eff7b3e47c42,indexed,2026-08-30,На границе Камчатки с Чукоткой медведь напал на двух охотников,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",life.ru,https://news.google.com/rss/articles/CBMiPkFVX3lxTE5mVTV3MGpJSzMtSUxGcHFBTWhPTlNPdHlBWFJXU0F4OUJwUW9pQmdFaFBveHZxZHltYWpjTkNR?oc=5,2026-09-24T18:54:30+00:00
index-bbb845bf9b42a93f,63d31448dee004ce,indexed,2026-08-30,Медведь напал на 68-летнюю пенсионерку возле СНТ,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Amur.life,https://news.google.com/rss/articles/CBMikAFBVV95cUxPTW9ibHVBV1IzMGFHRHM2ci1DQ3o3SWtpX0tWVC0tZ2dXQTY5ZU9jTWstd2g5akdaSkhzbzk3MWJfYll5cTNnZVlmME45Z1Bfa2hNOGI5bzAxRmpIMnQzVjRqcW9UQUVya0E2ZHdFY25yU2RtdUhJSWtRMFlPbGFoSDJDRWc5MkV1OUNSendiN28?oc=5,2026-09-24T18:54:30+00:00
index-8bbbfd78c426584b,c0f091a46d5364a3,indexed,2026-08-30,"В Новокузнецком районе участковый застрелил медведя, напавшего на пенсионерку",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",city-n.ru,https://news.google.com/rss/articles/CBMiT0FVX3lxTE42MDFibHNJNTNoNzVyRkUwN0pyaUtxRmxQOFoxUFRlWFRCYlIya2Z3MHpyMktjaUhjY2QzaFdUZnBqSlpXWHRUZjlZT0VKOUk?oc=5,2026-09-24T18:54:30+00:00
index-4a44e3a647916562,f94f012c27642cc7,indexed,2026-08-30,"Десятки медведей заметили в районе на Алтае, где животное убило туристку",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",BFM.ru,https://news.google.com/rss/articles/CBMiREFVX3lxTE42b3Rxb0RwVjFHZVlVN1NTa1VkNlg0ZFo4U2hwWXQ5clV0UHVVUEczYjlJdmd4MWhrS2NOOWJ0YW1NZ0Rf0gFKQVVfeXFMTThXQ04tS3h1U3ZrN3o1eDQyU2tLM0xYdEZjbnNjbWlJczRSVzBMRFdxanNrOFp3bDhidDg2bWlrb2hDZXNLSUo0enc?oc=5,2026-09-24T18:54:30+00:00
index-5ac2485167feb429,dcdc72992837ca2e,indexed,2026-08-30,В Бурятии медведя у детсада в Танхое отпугивают,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",incidentia.ru,https://news.google.com/rss/articles/CBMieEFVX3lxTFB2UFFScGFIaXdxc3lmZl92Yk03cVZ5NWVrQXhkMmlzcjU2TVFjdDlZQlRIMjNHMzVDRGY3T3BySENhUEtXYm1oVkFRRUN4eFRCcmdmSWlZWE9XbDhneEV3UDY0RGU0WUxKeEpad21oS3ppYmxLb3ctcQ?oc=5,2026-09-24T18:54:30+00:00
index-fc4f3f24549926aa,40b88c852bc23944,indexed,2026-08-30,"Десятки медведей заметили в районе на Алтае, где животное убило туристку",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Дзен,https://news.google.com/rss/articles/CBMiSkFVX3lxTE0wbjY0NlpFVFBGQVR4UEtZUHp5aXdOYkYwRUJqUTNjVk1WcU5DTng2cm9aRjZzc0MwRktrdDdIWGxaVkFSMU55d09B?oc=5,2026-09-24T18:54:30+00:00
index-8df3a34cf92adc8f,62e4e6dcab14c7b7,indexed,2026-08-30,"В Новокузнецке полицейский застрелил медведя, напавшего на пенсионерку",,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",Дзен,https://news.google.com/rss/articles/CBMiSkFVX3lxTE9ZOXd4Ni1sYXRramFjMm9LeVRndGFhbVZpM3daM2RLbTNqQzFEZmQ0VjNkYnlUbkhDc0Noa3pjUGs1TkNVOGQ3RnFB?oc=5,2026-09-24T18:54:30+00:00
index-8ecbe408f85bf3a2,70cd98538b79e534,indexed,2026-08-29,Под Новокузнецком медведь напал на женщину,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",ВФокусе Mail,https://news.google.com/rss/articles/CBMiigFBVV95cUxNNTc5LVVHYmc0dzJqaERDZ053Y204eWl2TGxOdmlmUGhxRC1xcWN2U1lyeWhzNC1OWm1SMzhTVjhqU0ZVYlVkbWxJMXZTVDlaR3VCNUUxZ1ZTUVo1a3dBZjFKUXRUc1FrQ2pOOEdhUzctSlROVWs3dGZkbVI1TnNCa3MyQ2h5Qk9ZVmc?oc=5,2026-09-24T18:54:30+00:00
index-b6acd2517aa541d9,8c0947ec7741ae64,indexed,2026-08-29,Медведь напал на женщину под Новокузнецком — она отбилась со сломанной рукой,,,"Заголовок найден в архиве новостей. Текст публикации, дата происшествия и точное место требуют проверки перед добавлением на карту.",life.ru,https://news.google.com/rss/articles/CBMiPkFVX3lxTE9yQ1FRWmlqcUoyaXZZalBVdWQ1M1hQOXhieTQtX0tVaHBzNzdXTnR2OVdtLXVIVmVseGhTZS1n?oc=5,2026-09-24T18:54:30+00:00
